id,all_reviews,name,URL,popular_tags
9406,"Very Positive,(147),- 82% of the 147 user reviews for this game are positive.",Rogue Empire: Dungeon Crawler RPG,https://store.steampowered.com/app/650940/Rogue_Empire_Dungeon_Crawler_RPG/,"Indie,Rogue-like,RPG,Dungeon Crawler,Turn-Based,Turn-Based Tactics,Turn-Based Combat,Rogue-lite,Replay Value,Perma Death,Singleplayer,2D,Difficult,Loot,Tactical RPG,Strategy,Early Access,Adventure,Exploration,Mystery Dungeon"
9407,"Mostly Positive,(582),- 73% of the 582 user reviews for this game are positive.",Lost Planet?? Extreme Condition,https://store.steampowered.com/app/6510/Lost_Planet_Extreme_Condition/,"Action,Third-Person Shooter,Adventure,Mechs,Sci-fi,Shooter,Third Person,Robots,Atmospheric,Multiplayer,Masterpiece"
9408,"Mixed,(32),- 59% of the 32 user reviews for this game are positive.",Tempest - Treasure Lands,https://store.steampowered.com/app/651020/Tempest__Treasure_Lands/,"Action,RPG,Indie,Pirates,Adventure,Naval,Multiplayer,Co-op,Open World,Exploration,Atmospheric,Singleplayer,Choices Matter,Historical,Choose Your Own Adventure,Economy,Strategy,Sailing"
9409,"Mixed,(186),- 50% of the 186 user reviews for this game are positive.",Aces High III,https://store.steampowered.com/app/651090/Aces_High_III/,"Free to Play,Simulation,Massively Multiplayer,World War II,Flight,VR"
9410,"Very Positive,(75),- 92% of the 75 user reviews for this game are positive.",TinkerQuarry,https://store.steampowered.com/app/651280/TinkerQuarry/,"Early Access,Free to Play,Early Access,RPG,Indie,Adventure,Pixel Graphics,Horror"
9411,"Very Positive,(50),- 80% of the 50 user reviews for this game are positive.",Shephy,https://store.steampowered.com/app/651340/Shephy/,"Cute,Singleplayer,Casual,Card Game,Board Game,Indie,Puzzle,Difficult,Dog"
9412,"Very Positive,(63),- 85% of the 63 user reviews for this game are positive.",BANG! BANG! Totally Accurate Redneck Simulator,https://store.steampowered.com/app/651380/BANG_BANG_Totally_Accurate_Redneck_Simulator/,"Early Access,Action,Indie,Simulation,Casual,Early Access,Comedy,Physics,Intentionally Awkward Controls,Hand-drawn,Funny,Bullet Time"
9413,"Mostly Positive,(115),- 77% of the 115 user reviews for this game are positive.",Onirim - Solitaire Card Game,https://store.steampowered.com/app/651470/Onirim__Solitaire_Card_Game/,"Free to Play,Casual,Strategy,Card Game"
9414,"Very Positive,(74),- 97% of the 74 user reviews for this game are positive.",My Memory of Us,https://store.steampowered.com/app/651500/My_Memory_of_Us/,"Adventure,Action,Casual,Indie,Puzzle,Atmospheric,Dark,2.5D,Singleplayer,War,Great Soundtrack,Story Rich,Steampunk,Hand-drawn,Cute,Family Friendly,Education,Side Scroller,Relaxing,Historical"
9415,"Very Positive,(259),- 81% of the 259 user reviews for this game are positive.",Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),https://store.steampowered.com/app/651660/Halcyon_6_Starbase_Commander_LIGHTSPEED_EDITION/,"Strategy,RPG,Indie,Simulation,Pixel Graphics,Space,Sci-fi,Turn-Based Combat,Singleplayer"
9416,"Very Positive,(155),- 94% of the 155 user reviews for this software are positive.",Oats Studios - Volume 1 Assets,https://store.steampowered.com/app/652150/Oats_Studios__Volume_1_Assets/,"Action,Short,Thriller,Gore,Indie,Violent,Video Production,Adventure,Casual,Simulation,Strategy,Sci-fi,Movie"
9417,"Positive,(26),- 88% of the 26 user reviews for this game are positive.",Train Simulator: Edinburgh-Glasgow Route Add-On,https://store.steampowered.com/app/65216/Train_Simulator_EdinburghGlasgow_Route_AddOn/,Simulation
9418,"Very Positive,(56),- 82% of the 56 user reviews for this game are positive.",Train Simulator: Portsmouth Direct Line Route Add-On,https://store.steampowered.com/app/65218/Train_Simulator_Portsmouth_Direct_Line_Route_AddOn/,"Simulation,Trains,Building,Driving,Casual,Moddable,Open World,Sandbox,Atmospheric,Realistic,Singleplayer,Family Friendly,TrackIR,Level Editor,Flight,City Builder"
9419,"Very Positive,(99),- 81% of the 99 user reviews for this game are positive.",Emily Wants to Play Too,https://store.steampowered.com/app/652190/Emily_Wants_to_Play_Too/,"Horror,Indie,Action,Strategy,Adventure,Simulation,Survival Horror,First-Person,Psychological Horror"
9420,"Mixed,(22),- 68% of the 22 user reviews for this game are positive.",Train Simulator: Bristol-Exeter Route Add-On,https://store.steampowered.com/app/65224/Train_Simulator_BristolExeter_Route_AddOn/,Simulation
9421,"Mixed,(38),- 68% of the 38 user reviews for this game are positive.",Train Simulator: Amtrak Acela Express EMU Add-On,https://store.steampowered.com/app/65231/Train_Simulator_Amtrak_Acela_Express_EMU_AddOn/,Simulation
9422,"Mostly Positive,(33),- 75% of the 33 user reviews for this game are positive.",Train Simulator: Horseshoe Curve Route Add-On,https://store.steampowered.com/app/65233/Train_Simulator_Horseshoe_Curve_Route_AddOn/,"Simulation,Trains,Realistic,Singleplayer,Atmospheric,Family Friendly,TrackIR,Casual,Level Editor,City Builder,Building,Driving,Moddable,Open World,Sandbox,Flight"
9423,"Mixed,(54),- 46% of the 54 user reviews for this game are positive.",Train Simulator: Donner Pass: Southern Pacific Route Add-On,https://store.steampowered.com/app/65239/Train_Simulator_Donner_Pass_Southern_Pacific_Route_AddOn/,"Simulation,Trains,Family Friendly,TrackIR,Co-op,Open World,Sandbox,Physics,Atmospheric,Realistic"
9424,"Positive,(49),- 91% of the 49 user reviews for this game are positive.",Brigand: Oaxaca,https://store.steampowered.com/app/652410/Brigand_Oaxaca/,"RPG,Indie,Action,Post-apocalyptic,Survival,Sci-fi,Violent,FPS,Shooter,Horror,Difficult,Gore,CRPG"
9425,"Very Positive,(162),- 84% of the 162 user reviews for this game are positive.",Demolition Company Gold Edition,https://store.steampowered.com/app/65270/Demolition_Company_Gold_Edition/,"Simulation,Destruction,Singleplayer"
9426,"Very Positive,(84),- 96% of the 84 user reviews for this game are positive.",Maggie's Apartment,https://store.steampowered.com/app/652950/Maggies_Apartment/,"Adventure,Point & Click"
9427,"Very Positive,(345),- 90% of the 345 user reviews for this game are positive.",Life is Strange: Before the Storm DLC - Deluxe Upgrade,https://store.steampowered.com/app/652960/Life_is_Strange_Before_the_Storm_DLC__Deluxe_Upgrade/,"Adventure,Action,Story Rich,Choices Matter,Great Soundtrack,Singleplayer,Female Protagonist"
9428,"Very Positive,(6,839),- 86% of the 6,839 user reviews for this game are positive.",Loading Screen Simulator,https://store.steampowered.com/app/652980/Loading_Screen_Simulator/,"Free to Play,Memes,Clicker,Simulation,Indie,Casual,Singleplayer,Funny,Comedy,Family Friendly,Difficult,2D,Atmospheric,Violent,Pixel Graphics,World War II,Multiplayer,Survival Horror,First-Person,Walking Simulator"
9429,"Very Positive,(878),- 93% of the 878 user reviews for this game are positive.",Dustforce DX,https://store.steampowered.com/app/65300/Dustforce_DX/,"Platformer,Great Soundtrack,Indie,Difficult,Time Attack,2D,Action,Stylized,Masterpiece,Local Multiplayer,Local Co-Op,Score Attack,Side Scroller,Level Editor,Fast-Paced,Singleplayer,Parkour,Atmospheric,4 Player Local"
9430,"Very Positive,(227),- 81% of the 227 user reviews for this game are positive.",Chroma Blast,https://store.steampowered.com/app/653220/Chroma_Blast/,"Free to Play,Casual,Action,Indie,Shooter"
9431,"Overwhelmingly Positive,(4,030),- 96% of the 4,030 user reviews for this game are positive.",Return of the Obra Dinn,https://store.steampowered.com/app/653530/Return_of_the_Obra_Dinn/,"Detective,Mystery,Story Rich,Singleplayer,Atmospheric,Puzzle,Indie,Adventure,Multiple Endings,Historical,Great Soundtrack,Violent,Difficult,Retro,Pirates,Naval,First-Person,Horror,Noir,Walking Simulator"
9432,"Very Positive,(80),- 90% of the 80 user reviews for this game are positive.",Tiny Town VR,https://store.steampowered.com/app/653930/Tiny_Town_VR/,"Simulation,Casual,Indie,VR,Sandbox,City Builder"
9433,"Mostly Positive,(72),- 79% of the 72 user reviews for this game are positive.",Zafehouse Diaries 2,https://store.steampowered.com/app/653940/Zafehouse_Diaries_2/,"Strategy,RPG,Indie,Zombies,Survival"
9434,"Very Positive,(82),- 90% of the 82 user reviews for this game are positive.",Archon Classic,https://store.steampowered.com/app/65400/Archon_Classic/,"Strategy,Indie,Remake,Retro,Classic,Board Game,4 Player Local,Local Multiplayer,Chess"
9435,"Very Positive,(254),- 88% of the 254 user reviews for this game are positive.",JYDGE,https://store.steampowered.com/app/654050/JYDGE/,"Action,Indie,Top-Down Shooter,Cyberpunk,Sci-fi,Local Co-Op,Dystopian,Shooter,Top-Down,Singleplayer,Destruction,Replay Value,Gore,Character Customization,RPG,Strategy,Futuristic,Arcade,Atmospheric,Simulation"
9436,"Positive,(32),- 87% of the 32 user reviews for this game are positive.",Rival Megagun,https://store.steampowered.com/app/654100/Rival_Megagun/,"Shoot 'Em Up,Action,Local Multiplayer,Multiplayer,Bullet Hell,Pixel Graphics,Split Screen,2D,Indie,Competitive,Arcade,Sci-fi,Fighting,2D Fighter,Adventure"
9437,"Very Positive,(913),- 94% of the 913 user reviews for this game are positive.",Black Squad - EA FREE TIMED WEAPON PACKAGE 1,https://store.steampowered.com/app/654170/Black_Squad__EA_FREE_TIMED_WEAPON_PACKAGE_1/,"Free to Play,Action,FPS,Violent,Gore"
9438,"Very Positive,(469),- 93% of the 469 user reviews for this game are positive.",Black Squad - EA FREE TIMED WEAPON PACKAGE 2,https://store.steampowered.com/app/654171/Black_Squad__EA_FREE_TIMED_WEAPON_PACKAGE_2/,"Free to Play,Action,FPS"
9439,"Very Positive,(135),- 91% of the 135 user reviews for this game are positive.",Black Squad - FOUNDER'S PACKAGE,https://store.steampowered.com/app/654172/Black_Squad__FOUNDERS_PACKAGE/,"Action,Free to Play"
9440,"Very Positive,(214),- 96% of the 214 user reviews for this game are positive.",Black Squad - EA FREE TIMED WEAPON PACKAGE 3,https://store.steampowered.com/app/654174/Black_Squad__EA_FREE_TIMED_WEAPON_PACKAGE_3/,"Free to Play,Action,Violent,Gore,FPS"
9441,"Very Positive,(594),- 91% of the 594 user reviews for this game are positive.",Black Squad - Welcome Fortune Box,https://store.steampowered.com/app/654180/Black_Squad__Welcome_Fortune_Box/,"Action,Free to Play,FPS,Violent,Gore"
9442,"Very Positive,(76),- 92% of the 76 user reviews for this game are positive.",Black Squad - EA FREE TIMED WEAPON PACKAGE 4,https://store.steampowered.com/app/654187/Black_Squad__EA_FREE_TIMED_WEAPON_PACKAGE_4/,"Action,Free to Play,Shooter,Multiplayer"
9443,"Very Positive,(261),- 96% of the 261 user reviews for this game are positive.",Black Squad - 1ST YEAR ANNIVERSARY PACKAGE,https://store.steampowered.com/app/654189/Black_Squad__1ST_YEAR_ANNIVERSARY_PACKAGE/,"Action,Free to Play,Gore,FPS"
9444,"Positive,(44),- 84% of the 44 user reviews for this game are positive.",Flash Point: Fire Rescue,https://store.steampowered.com/app/654220/Flash_Point_Fire_Rescue/,"Casual,Strategy,Indie,Board Game,Colorful,Co-op,Family Friendly"
9445,"Mixed,(37),- 51% of the 37 user reviews for this game are positive.",Darkest Hunters,https://store.steampowered.com/app/654300/Darkest_Hunters/,"Casual,Strategy,RPG,Adventure,Indie,Match 3,Puzzle,Singleplayer,Touch-Friendly,2D,Multiplayer,Dark Fantasy,Arcade,Great Soundtrack,Fantasy,Card Game,Puzzle-Platformer"
9446,"Mixed,(36),- 61% of the 36 user reviews for this game are positive.",Cyber Utopia,https://store.steampowered.com/app/654350/Cyber_Utopia/,"Action,Casual,Adventure,FPS,Retro"
9447,"Positive,(23),- 95% of the 23 user reviews for this game are positive.",STATUS: INSANE,https://store.steampowered.com/app/654430/STATUS_INSANE/,"Adventure,Indie,Action,Strategy,Puzzle,Funny,Stealth,Cartoon"
9448,"Very Positive,(88),- 89% of the 88 user reviews for this game are positive.",Isotiles - Isometric Puzzle Game,https://store.steampowered.com/app/654440/Isotiles__Isometric_Puzzle_Game/,"Indie,Strategy,Puzzle,Isometric,Singleplayer,Minimalist,Grid-Based Movement,Relaxing,Family Friendly,Casual,Abstract,Atmospheric,Logic,Difficult,Stylized"
9449,"Very Positive,(64),- 90% of the 64 user reviews for this game are positive.",Football Game,https://store.steampowered.com/app/654550/Football_Game/,"Adventure,Point & Click,Pixel Graphics,Indie,Atmospheric,Mystery,Great Soundtrack,Thriller,2D,Dark,1980s,Singleplayer,Puzzle,Retro,Psychological Horror,Psychological,Emotional,Story Rich,1990's,Classic"
9450,"Mostly Positive,(33),- 75% of the 33 user reviews for this game are positive.",Mr. Dubstep,https://store.steampowered.com/app/654610/Mr_Dubstep/,"Action,Casual,Indie"
9451,"Positive,(30),- 90% of the 30 user reviews for this game are positive.",Maniac GO,https://store.steampowered.com/app/654620/Maniac_GO/,"Indie,Action"
9452,"Mixed,(20),- 60% of the 20 user reviews for this game are positive.",Ziggurat 3D Chess,https://store.steampowered.com/app/654680/Ziggurat_3D_Chess/,"Free to Play,Strategy,Indie"
9453,"Mostly Positive,(247),- 78% of the 247 user reviews for this game are positive.",Bermuda - Lost Survival,https://store.steampowered.com/app/654690/Bermuda__Lost_Survival/,"Early Access,Adventure,Survival,Strategy,Early Access,Action,Indie,Crafting,Open World,Underwater"
9454,"Mixed,(34),- 64% of the 34 user reviews for this game are positive.",Ashes,https://store.steampowered.com/app/654710/Ashes/,"Action,Indie,Adventure,Survival"
9455,"Positive,(45),- 88% of the 45 user reviews for this game are positive.",Ballway,https://store.steampowered.com/app/654770/Ballway/,"Indie,Casual,Puzzle,Physics,2D,Destruction"
9456,"Mixed,(297),- 69% of the 297 user reviews for this game are positive.",Masked Forces: Zombie Survival,https://store.steampowered.com/app/654850/Masked_Forces_Zombie_Survival/,"Action,Indie,Zombies,Gore,Multiplayer,FPS,Co-op,Blood,Shooter,Horror,First-Person,Survival Horror,Survival,Singleplayer,Online Co-Op,PvP,Sniper"
9457,"Very Positive,(3,035),- 88% of the 3,035 user reviews for this game are positive.",Dream Daddy: A Dad Dating Simulator,https://store.steampowered.com/app/654880/Dream_Daddy_A_Dad_Dating_Simulator/,"Dating Sim,Romance,Memes,Simulation,Visual Novel,Sexual Content,Character Customization,Indie,Funny,Casual,Cute,Choices Matter,Singleplayer,Story Rich,Mature,Multiple Endings,Comedy,NSFW,Nudity,Great Soundtrack"
9458,"Very Positive,(348),- 90% of the 348 user reviews for this game are positive.",qop,https://store.steampowered.com/app/654900/qop/,"Indie,Casual,Puzzle,Singleplayer,Minimalist,2D,Relaxing"
9459,"Positive,(20),- 100% of the 20 user reviews for this game are positive.",YANKAI'S PEAK.,https://store.steampowered.com/app/654910/YANKAIS_PEAK/,"Indie,Puzzle"
9460,"Mixed,(515),- 46% of the 515 user reviews for this game are positive.",Dude Simulator,https://store.steampowered.com/app/654990/Dude_Simulator/,"Simulation,Adventure,Action,Indie,Funny,Open World,Sandbox,Shooter,Singleplayer,First-Person,Atmospheric,Physics,Gore,Violent,Exploration,Comedy,Relaxing,Replay Value,Arcade,Fighting"
9461,"Mixed,(2,061),- 56% of the 2,061 user reviews for this game are positive.",Devil May Cry® 3 Special Edition,https://store.steampowered.com/app/6550/Devil_May_Cry_3_Special_Edition/,"Action,Hack and Slash,Great Soundtrack,Stylized,Spectacle fighter,Character Action Game,Classic,Singleplayer,Difficult,Third Person,Masterpiece,Adventure,Beat 'em up,Fantasy,Story Rich,Atmospheric,Demons,Comedy,Controller,Funny"
9462,"Mixed,(96),- 61% of the 96 user reviews for this game are positive.",Aura: Fate of the Ages,https://store.steampowered.com/app/65500/Aura_Fate_of_the_Ages/,"Adventure,Point & Click,Puzzle,Singleplayer"
9463,"Mixed,(36),- 66% of the 36 user reviews for this game are positive.",Masked Forces 2: Mystic Demons,https://store.steampowered.com/app/655000/Masked_Forces_2_Mystic_Demons/,"Action,Indie,FPS,First-Person,Blood,Demons,Singleplayer,Horror,Sniper,Level Editor,Fantasy,Shooter,Survival,Nonlinear,Gore,Survival Horror"
9464,"Very Positive,(216),- 95% of the 216 user reviews for this game are positive.",VODKA,https://store.steampowered.com/app/655010/VODKA/,"Action,Indie,Pixel Graphics,Singleplayer,Memes,Character Customization,Adventure,Inventory Management,Great Soundtrack,Sci-fi,Funny,Political,Family Friendly"
9465,"Mixed,(29),- 68% of the 29 user reviews for this game are positive.",Unreal Estate,https://store.steampowered.com/app/655020/Unreal_Estate/,"Casual,Indie,Strategy,Simulation,Board Game,Card Game,Singleplayer,Multiplayer,Relaxing,Family Friendly"
9466,"Very Positive,(98),- 82% of the 98 user reviews for this game are positive.",Crazy Ball Adventures,https://store.steampowered.com/app/655080/Crazy_Ball_Adventures/,"Indie,Adventure,Casual,Platformer,3D Platformer,Singleplayer"
9467,"Very Positive,(227),- 87% of the 227 user reviews for this game are positive.",Oik 3,https://store.steampowered.com/app/655100/Oik_3/,"Indie,Casual,Puzzle,2D,Minimalist,Physics,Singleplayer,Short,Family Friendly,Relaxing"
9468,"Mixed,(466),- 69% of the 466 user reviews for this game are positive.",welcome to heaven,https://store.steampowered.com/app/655160/welcome_to_heaven/,"Free to Play,Adventure,Indie,Simulation,Psychological Horror,Sexual Content"
9469,"Mixed,(33),- 48% of the 33 user reviews for this game are positive.",Telepathy Zero,https://store.steampowered.com/app/655170/Telepathy_Zero/,"Indie,Casual,Free to Play,2D,Sci-fi,Robots,Mouse only,Short,Relaxing,Point & Click"
9470,"Mixed,(78),- 50% of the 78 user reviews for this game are positive.",TAP TOUCH RUN,https://store.steampowered.com/app/655260/TAP_TOUCH_RUN/,"Indie,Casual,Sports,Action"
9471,"Mixed,(222),- 61% of the 222 user reviews for this game are positive.",Escape The Pacific,https://store.steampowered.com/app/655290/Escape_The_Pacific/,"Early Access,Survival,Multiplayer,Adventure,Action,Crafting,RPG,Building,Simulation,Open World,Early Access,Sandbox,First-Person,Indie,Exploration,Singleplayer,Realistic,Co-op,Underwater,Atmospheric"
9472,"Mixed,(94),- 58% of the 94 user reviews for this game are positive.",SpellForce 2: Faith in Destiny,https://store.steampowered.com/app/65530/SpellForce_2_Faith_in_Destiny/,"RPG,Strategy,Fantasy,RTS,Multiplayer"
9473,"Mixed,(75),- 60% of the 75 user reviews for this game are positive.",Boom-Bahh,https://store.steampowered.com/app/655300/BoomBahh/,"Strategy,Casual,Indie"
9474,"Mixed,(44),- 59% of the 44 user reviews for this game are positive.",Hard Man,https://store.steampowered.com/app/655310/Hard_Man/,"Indie,Casual,Action"
9475,"Positive,(24),- 95% of the 24 user reviews for this game are positive.",Train Bandit,https://store.steampowered.com/app/655370/Train_Bandit/,"Indie,Action,2D,Pixel Graphics,Retro,Arcade,Score Attack,Singleplayer,Minimalist,Comedy,Fast-Paced,Violent,Difficult,Gore,Casual,Funny,Parody"
9476,"Very Positive,(3,157),- 85% of the 3,157 user reviews for this game are positive.",Gothic 1,https://store.steampowered.com/app/65540/Gothic_1/,"RPG,Classic,Open World,Atmospheric,Masterpiece,Singleplayer,Fantasy,Gothic,Action,Third Person,Medieval,Story Rich,Adventure,Dark Fantasy,Magic,Great Soundtrack,Action RPG,Retro,Difficult,Choices Matter"
9477,"Very Positive,(117),- 98% of the 117 user reviews for this game are positive.",Solar Settlers,https://store.steampowered.com/app/655480/Solar_Settlers/,"Strategy,Card Game,Turn-Based,Board Game,Puzzle,Space,Procedural Generation,Indie,Sci-fi,Turn-Based Strategy"
9478,"Mixed,(272),- 69% of the 272 user reviews for this game are positive.",NOKBAK,https://store.steampowered.com/app/655550/NOKBAK/,"Free to Play,Action,Sports,Multiplayer,FPS"
9479,"Mixed,(312),- 52% of the 312 user reviews for this game are positive.",Painkiller Redemption,https://store.steampowered.com/app/65560/Painkiller_Redemption/,"Action,FPS,Shooter,Horror,Gore"
9480,"Positive,(25),- 84% of the 25 user reviews for this game are positive.",Krieg,https://store.steampowered.com/app/655620/Krieg/,"Early Access,Early Access,Action,Indie,VR"
9481,"Very Positive,(181),- 83% of the 181 user reviews for this game are positive.",This Strange Realm Of Mine,https://store.steampowered.com/app/655730/This_Strange_Realm_Of_Mine/,"Indie,Action,Adventure,FPS,Pixel Graphics,Psychological Horror,First-Person,Retro,Story Rich,Shooter,Singleplayer,Choices Matter,Blood,Horror,Atmospheric,Dark,Gore,Violent,2D,3D"
9482,"Very Positive,(154),- 96% of the 154 user reviews for this game are positive.",Crimson Gray,https://store.steampowered.com/app/655770/Crimson_Gray/,"Visual Novel,Sexual Content,Indie,Simulation,Adventure,Violent,Choices Matter,Anime,Nudity"
9483,"Mostly Positive,(168),- 77% of the 168 user reviews for this game are positive.",Project 5: Sightseer,https://store.steampowered.com/app/655780/Project_5_Sightseer/,"Early Access,Adventure,Early Access,RPG,Indie,Action,Sandbox,Building"
9484,"Mixed,(187),- 61% of the 187 user reviews for this game are positive.",Fly Simulator,https://store.steampowered.com/app/655790/Fly_Simulator/,"Simulation,Indie,Action,Multiplayer,Funny,Sexual Content"
9485,"Mixed,(410),- 45% of the 410 user reviews for this game are positive.",Gothic 3: Forsaken Gods Enhanced Edition,https://store.steampowered.com/app/65600/Gothic_3_Forsaken_Gods_Enhanced_Edition/,"RPG,Open World,Singleplayer,Action,Adventure,Gothic,Fantasy,Third Person,Masterpiece,Atmospheric"
9486,"Mixed,(56),- 66% of the 56 user reviews for this game are positive.",The Lost Legends of Redwall??: The Scout,https://store.steampowered.com/app/656030/The_Lost_Legends_of_Redwall__The_Scout/,"Adventure,Indie"
9487,"Positive,(24),- 87% of the 24 user reviews for this game are positive.",The Wolf's Bite,https://store.steampowered.com/app/656040/The_Wolfs_Bite/,"Indie,Adventure,Casual,Choose Your Own Adventure,Visual Novel"
9488,"Very Positive,(731),- 91% of the 731 user reviews for this game are positive.",Salty Fish Go!,https://store.steampowered.com/app/656090/Salty_Fish_Go/,"Action,Sexual Content,Parkour,Funny,Memes,Runner"
9489,"Mixed,(29),- 55% of the 29 user reviews for this game are positive.",VAULT OF HONOR,https://store.steampowered.com/app/656180/VAULT_OF_HONOR/,"RPG,Strategy,Adventure,Casual,Action,Indie,Fantasy,Turn-Based,Dungeon Crawler,Singleplayer,Simulation,2D,Dungeons & Dragons,Tactical RPG,JRPG,Atmospheric,Management,Replay Value"
9490,"Mostly Positive,(73),- 71% of the 73 user reviews for this game are positive.",ROMBY,https://store.steampowered.com/app/656210/ROMBY/,"Casual,Indie,Strategy,Puzzle,Great Soundtrack,Match 3,Singleplayer,Colorful,Female Protagonist"
9491,"Mixed,(1,184),- 51% of the 1,184 user reviews for this game are positive.",Heat,https://store.steampowered.com/app/656240/Heat/,"Early Access,Survival,Western,Open World,Multiplayer,America,Early Access,Adventure,Sexual Content,Action,Indie,Violent,Crafting,PvP,RPG,Building,Simulation,Gore,Sandbox,Massively Multiplayer"
9492,"Mixed,(33),- 54% of the 33 user reviews for this game are positive.",Warp Rider,https://store.steampowered.com/app/656370/Warp_Rider/,"Racing,Action,Casual,Indie,Singleplayer,Third Person,Difficult,Platformer,Puzzle,Shoot 'Em Up,Arcade,Sci-fi,Score Attack,Atmospheric,Third-Person Shooter,Puzzle-Platformer"
9493,"Mixed,(40),- 60% of the 40 user reviews for this game are positive.",Alien Hallway 2,https://store.steampowered.com/app/656450/Alien_Hallway_2/,"Strategy,Action,Indie"
9494,"Mixed,(48),- 58% of the 48 user reviews for this game are positive.",Vostok Inc.,https://store.steampowered.com/app/656460/Vostok_Inc/,"Casual,Indie,Action,Clicker"
9495,"Mixed,(28),- 57% of the 28 user reviews for this game are positive.",Automobile Tycoon,https://store.steampowered.com/app/656490/Automobile_Tycoon/,"Simulation,Strategy,Indie,Management,Economy,Turn-Based,Turn-Based Strategy"
9496,"Mixed,(43),- 48% of the 43 user reviews for this game are positive.",Epic Car Factory,https://store.steampowered.com/app/656510/Epic_Car_Factory/,"Simulation,Economy,Strategy,Pixel Graphics,Management"
9497,"Mixed,(37),- 67% of the 37 user reviews for this game are positive.",Eight-Minute Empire,https://store.steampowered.com/app/656590/EightMinute_Empire/,"Casual,Strategy,Indie,Board Game,4 Player Local,Short,Turn-Based,Classic,Multiplayer,Asynchronous Multiplayer,Singleplayer,Local Multiplayer,Touch-Friendly,Family Friendly,Turn-Based Strategy,Colorful,Relaxing"
9498,"Mostly Positive,(232),- 75% of the 232 user reviews for this game are positive.",Slash It Ultimate,https://store.steampowered.com/app/656600/Slash_It_Ultimate/,"Casual,Action,Indie,Rhythm,Typing,Music"
9499,"Mixed,(165),- 68% of the 165 user reviews for this game are positive.",RICO,https://store.steampowered.com/app/656700/RICO/,"Action,Indie,Violent,FPS,Procedural Generation,Online Co-Op,Local Co-Op,Rogue-lite"
9500,"Positive,(26),- 92% of the 26 user reviews for this game are positive.",Cosmonator,https://store.steampowered.com/app/656740/Cosmonator/,"Action,Indie,RPG,Shoot 'Em Up,Top-Down Shooter,Bullet Hell,Top-Down,Arcade,Sci-fi,Shooter,Early Access,Space,Old School,Destruction,Aliens,Action RPG"
9501,"Positive,(46),- 84% of the 46 user reviews for this game are positive.",Cybercube,https://store.steampowered.com/app/656880/Cybercube/,"Action,Casual,Indie"
9502,"Very Positive,(53),- 94% of the 53 user reviews for this game are positive.",MagiCat,https://store.steampowered.com/app/656970/MagiCat/,"Platformer,Action,Indie,Adventure,Cute,Cats,Pixel Graphics,Difficult,2D,Puzzle-Platformer,Funny,Singleplayer,Action-Adventure"
9503,"Very Positive,(217),- 85% of the 217 user reviews for this game are positive.",Arma 2: British Armed Forces,https://store.steampowered.com/app/65700/Arma_2_British_Armed_Forces/,"Simulation,Action,Strategy,Tactical,Realistic,FPS,Military,Sandbox"
9504,"Very Positive,(163),- 85% of the 163 user reviews for this game are positive.",Lucky Night: Texas Hold'em VR,https://store.steampowered.com/app/657010/Lucky_Night_Texas_Holdem_VR/,"Free to Play,Casual,VR"
9505,"Positive,(25),- 80% of the 25 user reviews for this game are positive.",The Myth Seekers: The Legacy of Vulcan,https://store.steampowered.com/app/657040/The_Myth_Seekers_The_Legacy_of_Vulcan/,"Adventure,Hidden Object,Casual,Female Protagonist,Point & Click,Story Rich,Fantasy,Horror,Family Friendly,Puzzle,Singleplayer,Mystery,Great Soundtrack,2D,Atmospheric,Indie,Colorful,Relaxing,Short,Visual Novel"
9506,"Very Positive,(131),- 83% of the 131 user reviews for this game are positive.",Humanity Must Perish,https://store.steampowered.com/app/657050/Humanity_Must_Perish/,"Simulation,Casual,Indie,Visual Novel,Anime,Free to Play,Comedy"
9507,"Mostly Positive,(37),- 78% of the 37 user reviews for this game are positive.",Dream Hills: Captured Magic,https://store.steampowered.com/app/657070/Dream_Hills_Captured_Magic/,"Adventure,Casual,Indie,Hidden Object,Point & Click,Singleplayer,Mouse only,Mystery,Puzzle,Relaxing,Magic,Atmospheric,Funny"
9508,"Mostly Positive,(155),- 72% of the 155 user reviews for this game are positive.",Robothorium: Sci-fi Dungeon Crawler,https://store.steampowered.com/app/657090/Robothorium_Scifi_Dungeon_Crawler/,"RPG,Indie,Strategy,Turn-Based Combat,Rogue-lite,Turn-Based,Singleplayer,Dungeon Crawler,2D,Rogue-like,Difficult,Perma Death,Dark,Atmospheric,Fantasy,Lovecraftian,Dark Fantasy"
9509,"Mostly Positive,(33),- 78% of the 33 user reviews for this game are positive.",Flix and Chill 2: Millennials,https://store.steampowered.com/app/657120/Flix_and_Chill_2_Millennials/,"Casual,Indie,Simulation"
9510,"Very Positive,(223),- 82% of the 223 user reviews for this game are positive.",Arma 2: Private Military Company,https://store.steampowered.com/app/65720/Arma_2_Private_Military_Company/,"Simulation,Action,Strategy,Military,Realistic,Tactical,FPS,Open World"
9511,"Mostly Positive,(10,394),- 78% of the 10,394 user reviews for this game are positive.",Hand Simulator,https://store.steampowered.com/app/657200/Hand_Simulator/,"Simulation,Funny,Difficult,Multiplayer,Memes,VR,First-Person,Comedy,Psychological Horror,Intentionally Awkward Controls,FPS,Action,Horror,Singleplayer,Sexual Content,Atmospheric,Open World,World War II,Nudity,Strategy"
